wordpair_id,gameID,clueOption,clueOption_word,Method,In/Out
chapel-feet,473749-473360,6,,glove,
chapel-feet,473749-473360,6,,num_unique,
chapel-feet,473749-473360,6,,swow,
chapel-feet,473749-473360,7,,glove,
chapel-feet,473749-473360,7,,num_unique,
chapel-feet,473749-473360,7,,swow,
chapel-feet,473749-473360,8,,glove,
chapel-feet,473749-473360,8,,num_unique,
chapel-feet,473749-473360,8,,swow,
chapel-feet,474298-475599,1,church,glove,In
chapel-feet,474298-475599,1,church,num_unique,In
chapel-feet,474298-475599,1,church,swow,In
chapel-feet,474298-475599,2,shoes,glove,Out
chapel-feet,474298-475599,2,shoes,num_unique,Out
chapel-feet,474298-475599,2,shoes,swow,Out
chapel-feet,474298-475599,3,stomp,glove,Out
chapel-feet,474298-475599,3,stomp,num_unique,Out
chapel-feet,474298-475599,3,stomp,swow,Out
chapel-feet,474298-475599,4,gospel,glove,Out
chapel-feet,474298-475599,4,gospel,num_unique,Out
chapel-feet,474298-475599,4,gospel,swow,Out
chapel-feet,474298-475599,5,song,glove,Out
chapel-feet,474298-475599,5,song,num_unique,Out
chapel-feet,474298-475599,5,song,swow,Out
chapel-feet,474298-475599,6,music,glove,Out
chapel-feet,474298-475599,6,music,num_unique,Out
chapel-feet,474298-475599,6,music,swow,Out
chapel-feet,474298-475599,7,dance,glove,Out
chapel-feet,474298-475599,7,dance,num_unique,Out
chapel-feet,474298-475599,7,dance,swow,Out
chapel-feet,474298-475599,8,,glove,
chapel-feet,474298-475599,8,,num_unique,
chapel-feet,474298-475599,8,,swow,
chapel-feet,475267-490546,1,pray,glove,Out
chapel-feet,475267-490546,1,pray,num_unique,In
chapel-feet,475267-490546,1,pray,swow,In
chapel-feet,475267-490546,2,stand,glove,In
chapel-feet,475267-490546,2,stand,num_unique,In
chapel-feet,475267-490546,2,stand,swow,Out
chapel-feet,475267-490546,3,congregate,glove,Out
chapel-feet,475267-490546,3,congregate,num_unique,Out
chapel-feet,475267-490546,3,congregate,swow,Out
chapel-feet,475267-490546,4,rise,glove,Out
chapel-feet,475267-490546,4,rise,num_unique,In
chapel-feet,475267-490546,4,rise,swow,Out
chapel-feet,475267-490546,5,prayer,glove,Out
chapel-feet,475267-490546,5,prayer,num_unique,In
chapel-feet,475267-490546,5,prayer,swow,In
chapel-feet,475267-490546,6,,glove,
chapel-feet,475267-490546,6,,num_unique,
chapel-feet,475267-490546,6,,swow,
chapel-feet,475267-490546,7,,glove,
chapel-feet,475267-490546,7,,num_unique,
chapel-feet,475267-490546,7,,swow,
chapel-feet,475267-490546,8,,glove,
chapel-feet,475267-490546,8,,num_unique,
chapel-feet,475267-490546,8,,swow,
chapel-feet,475843-472942,1,jack,glove,Out
chapel-feet,475843-472942,1,jack,num_unique,In
chapel-feet,475843-472942,1,jack,swow,Out
chapel-feet,475843-472942,2,Melissa,glove,Out
chapel-feet,475843-472942,2,Melissa,num_unique,Out
chapel-feet,475843-472942,2,Melissa,swow,Out
chapel-feet,475843-472942,3,church,glove,In
chapel-feet,475843-472942,3,church,num_unique,In
chapel-feet,475843-472942,3,church,swow,In
chapel-feet,475843-472942,4,,glove,
chapel-feet,475843-472942,4,,num_unique,
chapel-feet,475843-472942,4,,swow,
chapel-feet,475843-472942,5,,glove,
chapel-feet,475843-472942,5,,num_unique,
chapel-feet,475843-472942,5,,swow,
chapel-feet,475843-472942,6,,glove,
chapel-feet,475843-472942,6,,num_unique,
chapel-feet,475843-472942,6,,swow,
chapel-feet,475843-472942,7,,glove,
chapel-feet,475843-472942,7,,num_unique,
chapel-feet,475843-472942,7,,swow,
chapel-feet,475843-472942,8,,glove,
chapel-feet,475843-472942,8,,num_unique,
chapel-feet,475843-472942,8,,swow,
chapel-feet,485894-457849,1,church,glove,In
chapel-feet,485894-457849,1,church,num_unique,In
chapel-feet,485894-457849,1,church,swow,In
chapel-feet,485894-457849,2,walk,glove,Out
chapel-feet,485894-457849,2,walk,num_unique,In
chapel-feet,485894-457849,2,walk,swow,Out
chapel-feet,485894-457849,3,aisle,glove,In
chapel-feet,485894-457849,3,aisle,num_unique,Out
chapel-feet,485894-457849,3,aisle,swow,Out
chapel-feet,485894-457849,4,,glove,
chapel-feet,485894-457849,4,,num_unique,
chapel-feet,485894-457849,4,,swow,
chapel-feet,485894-457849,5,,glove,
chapel-feet,485894-457849,5,,num_unique,
chapel-feet,485894-457849,5,,swow,
chapel-feet,485894-457849,6,,glove,
chapel-feet,485894-457849,6,,num_unique,
chapel-feet,485894-457849,6,,swow,
chapel-feet,485894-457849,7,,glove,
chapel-feet,485894-457849,7,,num_unique,
chapel-feet,485894-457849,7,,swow,
chapel-feet,485894-457849,8,,glove,
chapel-feet,485894-457849,8,,num_unique,
chapel-feet,485894-457849,8,,swow,
chapel-feet,486041-457632,1,pray,glove,Out
chapel-feet,486041-457632,1,pray,num_unique,In
chapel-feet,486041-457632,1,pray,swow,In
chapel-feet,486041-457632,2,bare,glove,Out
chapel-feet,486041-457632,2,bare,num_unique,Out
chapel-feet,486041-457632,2,bare,swow,Out
chapel-feet,486041-457632,3,kneel,glove,Out
chapel-feet,486041-457632,3,kneel,num_unique,Out
chapel-feet,486041-457632,3,kneel,swow,Out
chapel-feet,486041-457632,4,stand,glove,In
chapel-feet,486041-457632,4,stand,num_unique,In
chapel-feet,486041-457632,4,stand,swow,Out
chapel-feet,486041-457632,5,worship,glove,Out
chapel-feet,486041-457632,5,worship,num_unique,Out
chapel-feet,486041-457632,5,worship,swow,In
chapel-feet,486041-457632,6,,glove,
chapel-feet,486041-457632,6,,num_unique,
chapel-feet,486041-457632,6,,swow,
chapel-feet,486041-457632,7,,glove,
chapel-feet,486041-457632,7,,num_unique,
chapel-feet,486041-457632,7,,swow,
chapel-feet,486041-457632,8,,glove,
chapel-feet,486041-457632,8,,num_unique,
chapel-feet,486041-457632,8,,swow,
chapel-feet,486051-473300,1,shoeless,glove,Out
chapel-feet,486051-473300,1,shoeless,num_unique,In
chapel-feet,486051-473300,1,shoeless,swow,Out
chapel-feet,486051-473300,2,worship,glove,Out
chapel-feet,486051-473300,2,worship,num_unique,Out
chapel-feet,486051-473300,2,worship,swow,In
chapel-feet,486051-473300,3,holy,glove,Out
chapel-feet,486051-473300,3,holy,num_unique,Out
chapel-feet,486051-473300,3,holy,swow,In
chapel-feet,486051-473300,4,,glove,
chapel-feet,486051-473300,4,,num_unique,
chapel-feet,486051-473300,4,,swow,
chapel-feet,486051-473300,5,,glove,
chapel-feet,486051-473300,5,,num_unique,
chapel-feet,486051-473300,5,,swow,
chapel-feet,486051-473300,6,,glove,
chapel-feet,486051-473300,6,,num_unique,
chapel-feet,486051-473300,6,,swow,
chapel-feet,486051-473300,7,,glove,
chapel-feet,486051-473300,7,,num_unique,
chapel-feet,486051-473300,7,,swow,
chapel-feet,486051-473300,8,,glove,
chapel-feet,486051-473300,8,,num_unique,
chapel-feet,486051-473300,8,,swow,
chapel-feet,486052-490835,1,arch,glove,Out
chapel-feet,486052-490835,1,arch,num_unique,In
chapel-feet,486052-490835,1,arch,swow,Out
chapel-feet,486052-490835,2,body,glove,Out
chapel-feet,486052-490835,2,body,num_unique,Out
chapel-feet,486052-490835,2,body,swow,Out
chapel-feet,486052-490835,3,religion,glove,Out
chapel-feet,486052-490835,3,religion,num_unique,In
chapel-feet,486052-490835,3,religion,swow,Out
chapel-feet,486052-490835,4,,glove,
chapel-feet,486052-490835,4,,num_unique,
chapel-feet,486052-490835,4,,swow,
chapel-feet,486052-490835,5,,glove,
chapel-feet,486052-490835,5,,num_unique,
chapel-feet,486052-490835,5,,swow,
chapel-feet,486052-490835,6,,glove,
chapel-feet,486052-490835,6,,num_unique,
chapel-feet,486052-490835,6,,swow,
chapel-feet,486052-490835,7,,glove,
chapel-feet,486052-490835,7,,num_unique,
chapel-feet,486052-490835,7,,swow,
chapel-feet,486052-490835,8,,glove,
chapel-feet,486052-490835,8,,num_unique,
chapel-feet,486052-490835,8,,swow,
chapel-feet,486112-490466,1,legs,glove,Out
chapel-feet,486112-490466,1,legs,num_unique,In
chapel-feet,486112-490466,1,legs,swow,Out
chapel-feet,486112-490466,2,toes,glove,Out
chapel-feet,486112-490466,2,toes,num_unique,In
chapel-feet,486112-490466,2,toes,swow,Out
chapel-feet,486112-490466,3,shoes,glove,Out
chapel-feet,486112-490466,3,shoes,num_unique,Out
chapel-feet,486112-490466,3,shoes,swow,Out
chapel-feet,486112-490466,4,,glove,
chapel-feet,486112-490466,4,,num_unique,
chapel-feet,486112-490466,4,,swow,
chapel-feet,486112-490466,5,,glove,
chapel-feet,486112-490466,5,,num_unique,
chapel-feet,486112-490466,5,,swow,
chapel-feet,486112-490466,6,,glove,
chapel-feet,486112-490466,6,,num_unique,
chapel-feet,486112-490466,6,,swow,
chapel-feet,486112-490466,7,,glove,
chapel-feet,486112-490466,7,,num_unique,
chapel-feet,486112-490466,7,,swow,
chapel-feet,486112-490466,8,,glove,
chapel-feet,486112-490466,8,,num_unique,
chapel-feet,486112-490466,8,,swow,
chapel-feet,486514-466626,1,baptism,glove,Out
chapel-feet,486514-466626,1,baptism,num_unique,In
chapel-feet,486514-466626,1,baptism,swow,Out
chapel-feet,486514-466626,2,church,glove,In
chapel-feet,486514-466626,2,church,num_unique,In
chapel-feet,486514-466626,2,church,swow,In
chapel-feet,486514-466626,3,clean,glove,Out
chapel-feet,486514-466626,3,clean,num_unique,Out
chapel-feet,486514-466626,3,clean,swow,Out
chapel-feet,486514-466626,4,pray,glove,Out
chapel-feet,486514-466626,4,pray,num_unique,In
chapel-feet,486514-466626,4,pray,swow,In
chapel-feet,486514-466626,5,church,glove,In
chapel-feet,486514-466626,5,church,num_unique,In
chapel-feet,486514-466626,5,church,swow,In
chapel-feet,486514-466626,6,shoe,glove,Out
chapel-feet,486514-466626,6,shoe,num_unique,Out
chapel-feet,486514-466626,6,shoe,swow,Out
chapel-feet,486514-466626,7,priest,glove,Out
chapel-feet,486514-466626,7,priest,num_unique,Out
chapel-feet,486514-466626,7,priest,swow,In
chapel-feet,486514-466626,8,holy,glove,Out
chapel-feet,486514-466626,8,holy,num_unique,Out
chapel-feet,486514-466626,8,holy,swow,In
chapel-feet,487409-487333,1,church,glove,In
chapel-feet,487409-487333,1,church,num_unique,In
chapel-feet,487409-487333,1,church,swow,In
chapel-feet,487409-487333,2,legs,glove,Out
chapel-feet,487409-487333,2,legs,num_unique,In
chapel-feet,487409-487333,2,legs,swow,Out
chapel-feet,487409-487333,3,toes,glove,Out
chapel-feet,487409-487333,3,toes,num_unique,In
chapel-feet,487409-487333,3,toes,swow,Out
chapel-feet,487409-487333,4,,glove,
chapel-feet,487409-487333,4,,num_unique,
chapel-feet,487409-487333,4,,swow,
chapel-feet,487409-487333,5,,glove,
chapel-feet,487409-487333,5,,num_unique,
chapel-feet,487409-487333,5,,swow,
chapel-feet,487409-487333,6,,glove,
chapel-feet,487409-487333,6,,num_unique,
chapel-feet,487409-487333,6,,swow,
chapel-feet,487409-487333,7,,glove,
chapel-feet,487409-487333,7,,num_unique,
chapel-feet,487409-487333,7,,swow,
chapel-feet,487409-487333,8,,glove,
chapel-feet,487409-487333,8,,num_unique,
chapel-feet,487409-487333,8,,swow,
chapel-feet,487468-490008,1,baptize,glove,Out
chapel-feet,487468-490008,1,baptize,num_unique,In
chapel-feet,487468-490008,1,baptize,swow,Out
chapel-feet,487468-490008,2,sandals,glove,Out
chapel-feet,487468-490008,2,sandals,num_unique,Out
chapel-feet,487468-490008,2,sandals,swow,Out
chapel-feet,487468-490008,3,bless,glove,Out
chapel-feet,487468-490008,3,bless,num_unique,Out
chapel-feet,487468-490008,3,bless,swow,Out
chapel-feet,487468-490008,4,,glove,
chapel-feet,487468-490008,4,,num_unique,
chapel-feet,487468-490008,4,,swow,
chapel-feet,487468-490008,5,,glove,
chapel-feet,487468-490008,5,,num_unique,
chapel-feet,487468-490008,5,,swow,
chapel-feet,487468-490008,6,,glove,
chapel-feet,487468-490008,6,,num_unique,
chapel-feet,487468-490008,6,,swow,
chapel-feet,487468-490008,7,,glove,
chapel-feet,487468-490008,7,,num_unique,
chapel-feet,487468-490008,7,,swow,
chapel-feet,487468-490008,8,,glove,
chapel-feet,487468-490008,8,,num_unique,
chapel-feet,487468-490008,8,,swow,
chapel-feet,488171-466122,1,pray,glove,Out
chapel-feet,488171-466122,1,pray,num_unique,In
chapel-feet,488171-466122,1,pray,swow,In
chapel-feet,488171-466122,2,down,glove,Out
chapel-feet,488171-466122,2,down,num_unique,Out
chapel-feet,488171-466122,2,down,swow,Out
chapel-feet,488171-466122,3,knees,glove,Out
chapel-feet,488171-466122,3,knees,num_unique,Out
chapel-feet,488171-466122,3,knees,swow,Out
chapel-feet,488171-466122,4,,glove,
chapel-feet,488171-466122,4,,num_unique,
chapel-feet,488171-466122,4,,swow,
chapel-feet,488171-466122,5,,glove,
chapel-feet,488171-466122,5,,num_unique,
chapel-feet,488171-466122,5,,swow,
chapel-feet,488171-466122,6,,glove,
chapel-feet,488171-466122,6,,num_unique,
chapel-feet,488171-466122,6,,swow,
chapel-feet,488171-466122,7,,glove,
chapel-feet,488171-466122,7,,num_unique,
chapel-feet,488171-466122,7,,swow,
chapel-feet,488171-466122,8,,glove,
chapel-feet,488171-466122,8,,num_unique,
chapel-feet,488171-466122,8,,swow,
chapel-feet,490576-485731,1,stand,glove,In
chapel-feet,490576-485731,1,stand,num_unique,In
chapel-feet,490576-485731,1,stand,swow,Out
chapel-feet,490576-485731,2,pray,glove,Out
chapel-feet,490576-485731,2,pray,num_unique,In
chapel-feet,490576-485731,2,pray,swow,In
chapel-feet,490576-485731,3,place,glove,Out
chapel-feet,490576-485731,3,place,num_unique,Out
chapel-feet,490576-485731,3,place,swow,Out
chapel-feet,490576-485731,4,,glove,
chapel-feet,490576-485731,4,,num_unique,
chapel-feet,490576-485731,4,,swow,
chapel-feet,490576-485731,5,,glove,
chapel-feet,490576-485731,5,,num_unique,
chapel-feet,490576-485731,5,,swow,
chapel-feet,490576-485731,6,,glove,
chapel-feet,490576-485731,6,,num_unique,
chapel-feet,490576-485731,6,,swow,
chapel-feet,490576-485731,7,,glove,
chapel-feet,490576-485731,7,,num_unique,
chapel-feet,490576-485731,7,,swow,
chapel-feet,490576-485731,8,,glove,
chapel-feet,490576-485731,8,,num_unique,
chapel-feet,490576-485731,8,,swow,
chapel-feet,490624-466707,1,church,glove,In
chapel-feet,490624-466707,1,church,num_unique,In
chapel-feet,490624-466707,1,church,swow,In
chapel-feet,490624-466707,2,god,glove,Out
chapel-feet,490624-466707,2,god,num_unique,Out
chapel-feet,490624-466707,2,god,swow,Out
chapel-feet,490624-466707,3,mass,glove,Out
chapel-feet,490624-466707,3,mass,num_unique,Out
chapel-feet,490624-466707,3,mass,swow,Out
chapel-feet,490624-466707,4,,glove,
chapel-feet,490624-466707,4,,num_unique,
chapel-feet,490624-466707,4,,swow,
chapel-feet,490624-466707,5,,glove,
chapel-feet,490624-466707,5,,num_unique,
chapel-feet,490624-466707,5,,swow,
chapel-feet,490624-466707,6,,glove,
chapel-feet,490624-466707,6,,num_unique,
chapel-feet,490624-466707,6,,swow,
chapel-feet,490624-466707,7,,glove,
chapel-feet,490624-466707,7,,num_unique,
chapel-feet,490624-466707,7,,swow,
chapel-feet,490624-466707,8,,glove,
chapel-feet,490624-466707,8,,num_unique,
chapel-feet,490624-466707,8,,swow,
chapel-feet,491095-486542,1,church,glove,In
chapel-feet,491095-486542,1,church,num_unique,In
chapel-feet,491095-486542,1,church,swow,In
chapel-feet,491095-486542,2,religion,glove,Out
chapel-feet,491095-486542,2,religion,num_unique,In
chapel-feet,491095-486542,2,religion,swow,Out
chapel-feet,491095-486542,3,barefoot,glove,Out
chapel-feet,491095-486542,3,barefoot,num_unique,Out
chapel-feet,491095-486542,3,barefoot,swow,Out
chapel-feet,491095-486542,4,,glove,
chapel-feet,491095-486542,4,,num_unique,
chapel-feet,491095-486542,4,,swow,
chapel-feet,491095-486542,5,,glove,
chapel-feet,491095-486542,5,,num_unique,
chapel-feet,491095-486542,5,,swow,
chapel-feet,491095-486542,6,,glove,
chapel-feet,491095-486542,6,,num_unique,
chapel-feet,491095-486542,6,,swow,
chapel-feet,491095-486542,7,,glove,
chapel-feet,491095-486542,7,,num_unique,
chapel-feet,491095-486542,7,,swow,
chapel-feet,491095-486542,8,,glove,
chapel-feet,491095-486542,8,,num_unique,
chapel-feet,491095-486542,8,,swow,
east-short,455383-451866,1,small,glove,Out
east-short,455383-451866,1,small,num_unique,In
east-short,455383-451866,1,small,swow,Out
east-short,455383-451866,2,compass,glove,Out
east-short,455383-451866,2,compass,num_unique,In
east-short,455383-451866,2,compass,swow,Out
east-short,455383-451866,3,cardinal,glove,Out
east-short,455383-451866,3,cardinal,num_unique,Out
east-short,455383-451866,3,cardinal,swow,Out
east-short,455383-451866,4,,glove,
east-short,455383-451866,4,,num_unique,
east-short,455383-451866,4,,swow,
east-short,455383-451866,5,,glove,
east-short,455383-451866,5,,num_unique,
east-short,455383-451866,5,,swow,
east-short,455383-451866,6,,glove,
east-short,455383-451866,6,,num_unique,
east-short,455383-451866,6,,swow,
east-short,455383-451866,7,,glove,
east-short,455383-451866,7,,num_unique,
east-short,455383-451866,7,,swow,
east-short,455383-451866,8,,glove,
east-short,455383-451866,8,,num_unique,
east-short,455383-451866,8,,swow,
east-short,455606-490832,1,directions,glove,Out
east-short,455606-490832,1,directions,num_unique,In
east-short,455606-490832,1,directions,swow,Out
east-short,455606-490832,2,compass,glove,Out
east-short,455606-490832,2,compass,num_unique,In
east-short,455606-490832,2,compass,swow,Out
east-short,455606-490832,3,side,glove,In
east-short,455606-490832,3,side,num_unique,Out
east-short,455606-490832,3,side,swow,Out
east-short,455606-490832,4,,glove,
east-short,455606-490832,4,,num_unique,
east-short,455606-490832,4,,swow,
east-short,455606-490832,5,,glove,
east-short,455606-490832,5,,num_unique,
east-short,455606-490832,5,,swow,
east-short,455606-490832,6,,glove,
east-short,455606-490832,6,,num_unique,
east-short,455606-490832,6,,swow,
east-short,455606-490832,7,,glove,
east-short,455606-490832,7,,num_unique,
east-short,455606-490832,7,,swow,
east-short,455606-490832,8,,glove,
east-short,455606-490832,8,,num_unique,
east-short,455606-490832,8,,swow,
east-short,455664-456812,1,west,glove,In
east-short,455664-456812,1,west,num_unique,In
east-short,455664-456812,1,west,swow,In
east-short,455664-456812,2,tall,glove,Out
east-short,455664-456812,2,tall,num_unique,Out
east-short,455664-456812,2,tall,swow,Out
east-short,455664-456812,3,Kanye,glove,Out
east-short,455664-456812,3,Kanye,num_unique,Out
east-short,455664-456812,3,Kanye,swow,Out
east-short,455664-456812,4,,glove,
east-short,455664-456812,4,,num_unique,
east-short,455664-456812,4,,swow,
east-short,455664-456812,5,,glove,
east-short,455664-456812,5,,num_unique,
east-short,455664-456812,5,,swow,
east-short,455664-456812,6,,glove,
east-short,455664-456812,6,,num_unique,
east-short,455664-456812,6,,swow,
east-short,455664-456812,7,,glove,
east-short,455664-456812,7,,num_unique,
east-short,455664-456812,7,,swow,
east-short,455664-456812,8,,glove,
east-short,455664-456812,8,,num_unique,
east-short,455664-456812,8,,swow,
east-short,457037-457239,1,Delaware,glove,Out
east-short,457037-457239,1,Delaware,num_unique,In
east-short,457037-457239,1,Delaware,swow,Out
east-short,457037-457239,2,Vermont,glove,Out
east-short,457037-457239,2,Vermont,num_unique,Out
east-short,457037-457239,2,Vermont,swow,Out
east-short,457037-457239,3,compass,glove,Out
east-short,457037-457239,3,compass,num_unique,In
east-short,457037-457239,3,compass,swow,Out
east-short,457037-457239,4,,glove,
east-short,457037-457239,4,,num_unique,
east-short,457037-457239,4,,swow,
east-short,457037-457239,5,,glove,
east-short,457037-457239,5,,num_unique,
east-short,457037-457239,5,,swow,
east-short,457037-457239,6,,glove,
east-short,457037-457239,6,,num_unique,
east-short,457037-457239,6,,swow,
east-short,457037-457239,7,,glove,
east-short,457037-457239,7,,num_unique,
east-short,457037-457239,7,,swow,
east-short,457037-457239,8,,glove,
east-short,457037-457239,8,,num_unique,
east-short,457037-457239,8,,swow,
east-short,457425-475416,1,small,glove,Out
east-short,457425-475416,1,small,num_unique,In
east-short,457425-475416,1,small,swow,Out
east-short,457425-475416,2,west,glove,In
east-short,457425-475416,2,west,num_unique,In
east-short,457425-475416,2,west,swow,In
east-short,457425-475416,3,height,glove,Out
east-short,457425-475416,3,height,num_unique,Out
east-short,457425-475416,3,height,swow,Out
east-short,457425-475416,4,,glove,
east-short,457425-475416,4,,num_unique,
east-short,457425-475416,4,,swow,
east-short,457425-475416,5,,glove,
east-short,457425-475416,5,,num_unique,
east-short,457425-475416,5,,swow,
east-short,457425-475416,6,,glove,
east-short,457425-475416,6,,num_unique,
east-short,457425-475416,6,,swow,
east-short,457425-475416,7,,glove,
east-short,457425-475416,7,,num_unique,
east-short,457425-475416,7,,swow,
east-short,457425-475416,8,,glove,
east-short,457425-475416,8,,num_unique,
east-short,457425-475416,8,,swow,
east-short,457520-487881,1,direction,glove,Out
east-short,457520-487881,1,direction,num_unique,In
east-short,457520-487881,1,direction,swow,Out
east-short,457520-487881,2,length,glove,Out
east-short,457520-487881,2,length,num_unique,In
east-short,457520-487881,2,length,swow,Out
east-short,457520-487881,3,coast,glove,Out
east-short,457520-487881,3,coast,num_unique,In
east-short,457520-487881,3,coast,swow,Out
east-short,457520-487881,4,,glove,
east-short,457520-487881,4,,num_unique,
east-short,457520-487881,4,,swow,
east-short,457520-487881,5,,glove,
east-short,457520-487881,5,,num_unique,
east-short,457520-487881,5,,swow,
east-short,457520-487881,6,,glove,
east-short,457520-487881,6,,num_unique,
east-short,457520-487881,6,,swow,
east-short,457520-487881,7,,glove,
east-short,457520-487881,7,,num_unique,
east-short,457520-487881,7,,swow,
east-short,457520-487881,8,,glove,
east-short,457520-487881,8,,num_unique,
east-short,457520-487881,8,,swow,
east-short,457564-463955,1,direction,glove,Out
east-short,457564-463955,1,direction,num_unique,In
east-short,457564-463955,1,direction,swow,Out
east-short,457564-463955,2,small,glove,Out
east-short,457564-463955,2,small,num_unique,In
east-short,457564-463955,2,small,swow,Out
east-short,457564-463955,3,unrelated,glove,Out
east-short,457564-463955,3,unrelated,num_unique,Out
east-short,457564-463955,3,unrelated,swow,Out
east-short,457564-463955,4,,glove,
east-short,457564-463955,4,,num_unique,
east-short,457564-463955,4,,swow,
east-short,457564-463955,5,,glove,
east-short,457564-463955,5,,num_unique,
east-short,457564-463955,5,,swow,
east-short,457564-463955,6,,glove,
east-short,457564-463955,6,,num_unique,
east-short,457564-463955,6,,swow,
east-short,457564-463955,7,,glove,
east-short,457564-463955,7,,num_unique,
east-short,457564-463955,7,,swow,
east-short,457564-463955,8,,glove,
east-short,457564-463955,8,,num_unique,
east-short,457564-463955,8,,swow,
east-short,458120-464965,1,direction,glove,Out
east-short,458120-464965,1,direction,num_unique,In
east-short,458120-464965,1,direction,swow,Out
east-short,458120-464965,2,due,glove,Out
east-short,458120-464965,2,due,num_unique,Out
east-short,458120-464965,2,due,swow,Out
east-short,458120-464965,3,point,glove,Out
east-short,458120-464965,3,point,num_unique,Out
east-short,458120-464965,3,point,swow,Out
east-short,458120-464965,4,,glove,
east-short,458120-464965,4,,num_unique,
east-short,458120-464965,4,,swow,
east-short,458120-464965,5,,glove,
east-short,458120-464965,5,,num_unique,
east-short,458120-464965,5,,swow,
east-short,458120-464965,6,,glove,
east-short,458120-464965,6,,num_unique,
east-short,458120-464965,6,,swow,
east-short,458120-464965,7,,glove,
east-short,458120-464965,7,,num_unique,
east-short,458120-464965,7,,swow,
east-short,458120-464965,8,,glove,
east-short,458120-464965,8,,num_unique,
east-short,458120-464965,8,,swow,
east-short,458387-458129,1,direction,glove,Out
east-short,458387-458129,1,direction,num_unique,In
east-short,458387-458129,1,direction,swow,Out
east-short,458387-458129,2,length,glove,Out
east-short,458387-458129,2,length,num_unique,In
east-short,458387-458129,2,length,swow,Out
east-short,458387-458129,3,amount,glove,Out
east-short,458387-458129,3,amount,num_unique,Out
east-short,458387-458129,3,amount,swow,Out
east-short,458387-458129,4,,glove,
east-short,458387-458129,4,,num_unique,
east-short,458387-458129,4,,swow,
east-short,458387-458129,5,,glove,
east-short,458387-458129,5,,num_unique,
east-short,458387-458129,5,,swow,
east-short,458387-458129,6,,glove,
east-short,458387-458129,6,,num_unique,
east-short,458387-458129,6,,swow,
east-short,458387-458129,7,,glove,
east-short,458387-458129,7,,num_unique,
east-short,458387-458129,7,,swow,
east-short,458387-458129,8,,glove,
east-short,458387-458129,8,,num_unique,
east-short,458387-458129,8,,swow,
east-short,463818-486590,1,directions,glove,Out
east-short,463818-486590,1,directions,num_unique,In
east-short,463818-486590,1,directions,swow,Out
east-short,463818-486590,2,height,glove,Out
east-short,463818-486590,2,height,num_unique,Out
east-short,463818-486590,2,height,swow,Out
east-short,463818-486590,3,people,glove,Out
east-short,463818-486590,3,people,num_unique,Out
east-short,463818-486590,3,people,swow,Out
east-short,463818-486590,4,,glove,
east-short,463818-486590,4,,num_unique,
east-short,463818-486590,4,,swow,
east-short,463818-486590,5,,glove,
east-short,463818-486590,5,,num_unique,
east-short,463818-486590,5,,swow,
east-short,463818-486590,6,,glove,
east-short,463818-486590,6,,num_unique,
east-short,463818-486590,6,,swow,
east-short,463818-486590,7,,glove,
east-short,463818-486590,7,,num_unique,
east-short,463818-486590,7,,swow,
east-short,463818-486590,8,,glove,
east-short,463818-486590,8,,num_unique,
east-short,463818-486590,8,,swow,
east-short,463852-487338,1,drive,glove,Out
east-short,463852-487338,1,drive,num_unique,In
east-short,463852-487338,1,drive,swow,Out
east-short,463852-487338,2,direction,glove,Out
east-short,463852-487338,2,direction,num_unique,In
east-short,463852-487338,2,direction,swow,Out
east-short,463852-487338,3,coast,glove,Out
east-short,463852-487338,3,coast,num_unique,In
east-short,463852-487338,3,coast,swow,Out
east-short,463852-487338,4,,glove,
east-short,463852-487338,4,,num_unique,
east-short,463852-487338,4,,swow,
east-short,463852-487338,5,,glove,
east-short,463852-487338,5,,num_unique,
east-short,463852-487338,5,,swow,
east-short,463852-487338,6,,glove,
east-short,463852-487338,6,,num_unique,
east-short,463852-487338,6,,swow,
east-short,463852-487338,7,,glove,
east-short,463852-487338,7,,num_unique,
east-short,463852-487338,7,,swow,
east-short,463852-487338,8,,glove,
east-short,463852-487338,8,,num_unique,
east-short,463852-487338,8,,swow,
east-short,463890-465862,1,Tennessee,glove,Out
east-short,463890-465862,1,Tennessee,num_unique,In
east-short,463890-465862,1,Tennessee,swow,Out
east-short,463890-465862,2,compass,glove,Out
east-short,463890-465862,2,compass,num_unique,In
east-short,463890-465862,2,compass,swow,Out
east-short,463890-465862,3,hobbit,glove,Out
east-short,463890-465862,3,hobbit,num_unique,Out
east-short,463890-465862,3,hobbit,swow,Out
east-short,463890-465862,4,,glove,
east-short,463890-465862,4,,num_unique,
east-short,463890-465862,4,,swow,
east-short,463890-465862,5,,glove,
east-short,463890-465862,5,,num_unique,
east-short,463890-465862,5,,swow,
east-short,463890-465862,6,,glove,
east-short,463890-465862,6,,num_unique,
east-short,463890-465862,6,,swow,
east-short,463890-465862,7,,glove,
east-short,463890-465862,7,,num_unique,
east-short,463890-465862,7,,swow,
east-short,463890-465862,8,,glove,
east-short,463890-465862,8,,num_unique,
east-short,463890-465862,8,,swow,
east-short,463946-472824,1,direction,glove,Out
east-short,463946-472824,1,direction,num_unique,In
east-short,463946-472824,1,direction,swow,Out
east-short,463946-472824,2,downward,glove,Out
east-short,463946-472824,2,downward,num_unique,Out
east-short,463946-472824,2,downward,swow,Out
east-short,463946-472824,3,down,glove,Out
east-short,463946-472824,3,down,num_unique,Out
east-short,463946-472824,3,down,swow,Out
